row_index,primary_accent,sample_id,sentence,reference_translation_zh,direct_translation,direct_unk_count,reference_tokenizer_unk_count,reference_tokens
693,Filipino,spk_1170,Ribbonfish possess all the characteristics of fish living at very great depths.,fish鱼具有生活在非常深处的鱼类的所有特征。,<unk>鱼具有生活在非常深海的鱼类的所有特征.,1,1,"['▁fish', '鱼', '具有', '生活在', '非常', '深', '处', '的', '鱼', '类', '的所有', '特征', '<unk>', '<pad>']"
698,Filipino,spk_0555,Project Coster was founded and run by Marc van Oostendorp.,Coster 项目是由 Marc van Oostendorp 创立和运营的。,科斯特项目由马克·范·奥斯<unk>多普创立和经营.,1,1,"['▁C', 'oster', '▁', '项目', '是由', '▁Marc', '▁van', '▁Oost', 'end', 'orp', '▁', '创', '立', '和', '运营', '的', '<unk>', '<pad>']"
704,Filipino,spk_0900,How many layers of irony are you on?,你有多少层讽刺意味?,你有多少层的<unk>刺?,1,0,"['▁你', '有', '多少', '层', '讽', '刺', '意味', '?']"
707,Filipino,spk_0473,Use a pencil to write the first draft.,用铅笔写初稿。,使用<unk>笔写下第一个草稿.,1,1,"['▁用', '铅', '笔', '写', '初', '稿', '<unk>', '<pad>']"
716,Filipino,spk_1170,Two spectators were also injured by flying debris.,两名观众也因飞扬的碎片受伤。,两名观众也因飞<unk>碎片而受伤.,1,1,"['▁两', '名', '观', '众', '也', '因', '飞', '扬', '的', '碎', '片', '受伤', '<unk>', '<pad>']"
730,Filipino,spk_1497,A little scrambling is required for access.,访问需要加一些扰码。,需要一点<unk>密才能进入.,1,1,"['▁', '访问', '需要', '加', '一些', '扰', '码', '<unk>']"
737,Filipino,spk_1354,Most of them were staring quietly at the big table.,他们大多数人都静静地盯着大桌子。,他们中的大多数人静静地<unk>着大桌子.,1,1,"['▁他们', '大多数', '人都', '静', '静', '地', '盯', '着', '大', '桌', '子', '<unk>']"
742,Filipino,spk_0059,"Early pottery was painted with spirals, zigzags, dots, or animals.",早期的陶器上绘有螺旋形、锯齿形、点状或动物形。,"早期的陶器是用螺旋,<unk>,点或动物绘制的.",1,3,"['▁', '早期', '的', '陶', '器', '上', '绘', '有', '螺', '旋', '形', '<unk>', '锯', '齿', '形', '<unk>', '点', '状', '或', '动物', '形', '<unk>']"
743,Filipino,spk_1568,They have cheap sausages and fries at the brewery tomorrow.,明天酿酒厂有便宜的香肠和薯条。,他们明天在<unk>酒厂有便宜的香肠和<unk>条.,2,1,"['▁明', '天', '酿', '酒', '厂', '有', '便宜', '的', '香', '肠', '和', '薯', '条', '<unk>']"
756,Filipino,spk_0030,Soak the cloth and drown the sharp odor.,把布浸湿，淹没刺鼻的气味。,"浸泡布料,淹没尖<unk>的气味.",1,1,"['▁把', '布', '浸', '湿', ',', '淹', '没', '刺', '鼻', '的', '气', '味', '<unk>', '<pad>']"
768,Filipino,spk_0513,"There is that magnificent Bob, eating his head off in the stable.",那里就是伟大的鲍勃，正在马厩里面吃它的草。,"那是那个宏伟的<unk>勃,在马<unk>里吃他的头.",2,1,"['▁那', '里', '就是', '伟大的', '鲍', '勃', ',', '正在', '马', '厩', '里面', '吃', '它的', '草', '<unk>', '<pad>']"
770,Filipino,spk_1354,The crowd swayed a little as I elbowed my way through.,我用手肘挤出一条道时，人群微微摇晃了一下。,"当我<unk>肘穿过时,人群有点摇摆.",1,1,"['▁我', '用', '手', '肘', '挤', '出', '一', '条', '道', '时', ',', '人', '群', '微', '微', '摇', '晃', '了一', '下', '<unk>']"
774,Filipino,spk_0555,He transformed Somerleyton Hall into a typical East Anglian Tudor-Jacobean mansion.,他把萨默雷顿庄园改造成了一座典型的东盎格鲁都铎——詹姆士一世时期风格的宅邸。,他将索默莱顿大厅改造成典型的东英格兰泰<unk>尔-雅各布式豪宅.,1,2,"['▁他', '把', '萨', '默', '雷', '顿', '庄', '园', '改', '造成', '了一', '座', '典', '型的', '东', '盎', '格', '鲁', '都', '铎', '<unk>', '詹', '姆', '士', '一', '世', '时期', '风格', '的', '宅', '邸', '<unk>']"
808,Filipino,spk_0059,"There, he awards both Ziwei and Xiaoyanzi with a gold insignia.",在那里，他为 Ziwei 和 Xiaoyanzi 颁发了金色徽章。,"在那里,他授予齐威和<unk>扬齐一个金<unk>章.",2,1,"['▁在', '那里', ',', '他', '为', '▁Zi', 'wei', '▁和', '▁Xia', 'oy', 'anzi', '▁', '颁', '发', '了', '金', '色', '徽', '章', '<unk>']"
812,Filipino,spk_1497,"Booth is trying to become a ""card shark"", but is not successful.",Booth 试图成为“玩牌好手”，但没有成功。,"布斯试图成为一个""卡牌<unk>鱼"",但没有成功.",1,3,"['▁Booth', '▁', '试图', '成为', '<unk>', '玩', '牌', '好', '手', '<unk>', ',', '但', '没有', '成功', '<unk>', '<pad>']"
825,Filipino,spk_1303,"The Englishman prodded him, and the boy asked her about the man who cured people's illnesses.",英国人戳了他一下，男孩就问她是谁治好了人们的病。,"这位英国人<unk>了他,男孩问她关于治愈人们疾病的人.",1,1,"['▁英国', '人', '戳', '了他', '一下', ',', '男孩', '就', '问', '她', '是', '谁', '治', '好了', '人们', '的', '病', '<unk>']"
837,Filipino,spk_0900,"He grew strawberries, so you would not like it.",他种草莓，所以你不会喜欢它的。,"他种植草<unk>,所以你不会喜欢它.",1,1,"['▁他', '种', '草', '莓', ',', '所以', '你', '不会', '喜欢', '它的', '<unk>', '<pad>']"
853,Filipino,spk_0248,"The boy and the Englishman had bought camels, and climbed uncertainly onto their backs.",男孩和英国人买了骆驼，迟疑地爬上了骆驼的背。,"这个男孩和英国人买了<unk>驼, 爬上他们的背上不确定.",1,1,"['▁男', '孩', '和', '英国', '人', '买', '了', '骆', '驼', ',', '迟', '疑', '地', '爬', '上了', '骆', '驼', '的', '背', '<unk>']"
860,Filipino,spk_1170,The erbium doped amplifier is a high gain amplifier.,掺铒放大器是一种高增益放大器。,添加<unk>的放大器是一个高增益放大器.,1,2,"['▁', '掺', '<unk>', '放', '大', '器', '是一种', '高', '增', '益', '放', '大', '器', '<unk>']"
866,Filipino,spk_0715,The boy mumbled an answer that allowed him to avoid responding to her question.,这个男孩含糊地回答了一个问题，使得他避免回答她的问题。,"这个男孩<unk>着回答, 让他避免回答她的问题.",1,1,"['▁这个', '男孩', '含', '糊', '地', '回答', '了一个', '问题', ',', '使得', '他', '避免', '回答', '她', '的问题', '<unk>']"
884,Filipino,spk_1170,"The opium poppy continues to be a major industrial source of opiates, including morphine.",罂粟仍然是阿片类药物（包括吗啡）的主要工业来源。,鸦片罂粟仍然是包括<unk>片在内的主要工业鸦片来源.,1,1,"['▁', '罂', '粟', '仍然', '是', '阿', '片', '类', '药物', '(', '包括', '吗', '啡', ')', '的主要', '工业', '来源', '<unk>']"
902,Filipino,spk_0466,"Palm oil is cheap, but workers on illegal plantations get exploited and huge areas of jungle get destroyed for its production.",棕榈油价格便宜，但非法种植园的工人遭到剥削，大片丛林也因棕榈油的生产被毁。,"棕<unk>油价格便宜, 但非法种植园的工人受到剥削,",1,1,"['▁', '棕', '榈', '油', '价格', '便宜', ',', '但', '非法', '种', '植', '园', '的', '工人', '遭到', '剥', '削', ',', '大', '片', '丛', '林', '也', '因', '棕', '榈', '油', '的', '生产', '被', '毁', '<unk>']"
904,Filipino,spk_1356,"They walked in from the rain, all dishevelled and steaming.",他们从雨中走了进来，衣冠不整，浑身湿透。,"他们从雨中走进来, 所有的<unk>乱和蒸汽.",1,1,"['▁他们', '从', '雨', '中', '走', '了', '进', '来', ',', '衣', '冠', '不', '整', ',', '浑', '身', '湿', '透', '<unk>', '<pad>']"
909,Filipino,spk_1442,"The diver forced open the oyster, revealing a shimmering pearl.",潜水员强行打开牡蛎，露出一颗闪闪发光的珍珠。,"潜水员强行打开了<unk>,发现了一颗闪闪发光的珍珠.",1,1,"['▁', '潜', '水', '员', '强', '行', '打开', '牡', '蛎', ',', '露', '出', '一', '颗', '闪', '闪', '发', '光', '的', '珍', '珠', '<unk>']"
925,Filipino,spk_1354,The turf and gravel around it seemed charred as if by a sudden explosion.,周围的草皮和碎石似乎被突然的爆炸烧焦了。,周围的草<unk>和<unk>石似乎被突然的爆炸烧毁.,2,1,"['▁周', '围', '的', '草', '皮', '和', '碎', '石', '似乎', '被', '突然', '的', '爆炸', '烧', '焦', '了', '<unk>', '<pad>']"
941,Filipino,spk_0030,"In Ireland, the butter is always salted, why would anyone want it any other way?",在爱尔兰，黄油都是咸的，为什么还有人想要其他的口味呢？,"在爱尔兰,黄油总是<unk>的,为什么有人会用其他方式?",1,0,"['▁在', '爱尔兰', ',', '黄', '油', '都是', '咸', '的', ',', '为什么', '还有', '人', '想要', '其他', '的', '口', '味', '呢', '?', '<pad>']"
963,Filipino,spk_1170,Epidermal thickening is another characteristic histologic finding of psoriasis lesions.,表皮增厚是牛皮癣病变的另一个特征性组织学发现。,皮肤厚化是<unk>病病变的另一个特征的组织学发现.,1,1,"['▁', '表', '皮', '增', '厚', '是', '牛', '皮', '癣', '病', '变', '的', '另一个', '特征', '性', '组织', '学', '发现', '<unk>', '<pad>']"
964,Filipino,spk_0513,"You were looking squeamish this afternoon, he began.",他说着，你今天下午看起来很邋遢。,"他开始说,今天下午你看起来很<unk>.",1,1,"['▁他说', '着', ',', '你', '今天', '下午', '看起来', '很', '<unk>', '<pad>']"
971,Filipino,spk_0466,"Roll the dice, please.",请掷骰子。,"投<unk>子,请.",1,1,"['▁请', '掷', '骰', '子', '<unk>', '<pad>']"
989,Filipino,spk_0466,"It was such a thrill, her veins were pumped full of adrenaline.",这是如此的刺激，以至于她的血管里充满了肾上腺素。,"这太令人兴奋了,她的静脉充满了<unk>上腺素.",1,1,"['▁这是', '如此', '的', '刺激', ',', '以', '至', '于', '她的', '血', '管', '里', '充满', '了', '肾', '上', '腺', '素', '<unk>', '<pad>']"
1000,Filipino,spk_1568,His name is Barry Baldwin.,他的名字叫 Barry Baldwin。,他的名字是巴里·<unk>德温.,1,1,"['▁他的', '名字', '叫', '▁Barry', '▁Baldwin', '<unk>']"
1006,Filipino,spk_1354,But that was simply because my eye was tired.,但那只是因为我的眼睛累了。,但这仅仅是因为我的眼睛疲<unk>了.,1,1,"['▁但', '那', '只是', '因为', '我的', '眼睛', '累', '了', '<unk>', '<pad>']"
1014,Filipino,spk_0059,Corning hosts Lazy Days of Summer on the last weekend in July.,Corning 在七月的最后一个周末举办慵懒夏日活动。,"科宁在七月的最后一个周末举办了""夏天的<unk>惰日子"".",1,2,"['▁Cor', 'ning', '▁在', '七', '月的', '最后', '一个', '周', '末', '举办', '<unk>', '懒', '夏', '日', '活动', '<unk>']"
1018,Filipino,spk_0818,"There was also a sequel, ""Pet Sematary Two"".",还有一部续集《宠物信号2》。,"还有一个续集, ""<unk>物墓地二"".",1,2,"['▁还', '有一', '部', '续', '集', '<unk>', '宠', '物', '信号', '2', '<unk>', '<pad>']"
1024,Filipino,spk_1497,The name comes from the prickles on the female cones.,这个名字来自雌球果上的刺毛。,这个名字来自雌性<unk>上的刺.,1,1,"['▁这个', '名字', '来自', '雌', '球', '果', '上的', '刺', '毛', '<unk>']"
1043,Filipino,spk_1170,Rugby School was the birthplace of Rugby football.,橄榄球学校是橄榄球的发源地。,橄<unk>球学校是橄<unk>球的发源地.,2,1,"['▁', '橄', '榄', '球', '学校', '是', '橄', '榄', '球', '的', '发', '源', '地', '<unk>']"
1052,Filipino,spk_0639,"The overhand knot, for example, is also known as the thumb knot.",例如，上弦结也被称为拇指结。,"例如,手上的结也被称为<unk>指结.",1,1,"['▁例如', ',', '上', '弦', '结', '也', '被称为', '拇', '指', '结', '<unk>', '<pad>']"
1056,Filipino,spk_1354,My mind ran on the possibilities of its content.,我在思考它内容的可能性。,我的脑海<unk>着它的内容的可能性.,1,1,"['▁我在', '思考', '它', '内容', '的', '可能性', '<unk>', '<pad>']"
1073,Filipino,spk_1030,"The title of the monarch of Iseyin is ""The Aseyin of Iseyin"".",伊赛因君主的头衔是“伊赛因的埃赛因”。,"伊塞因君主的头<unk>是""伊塞因的阿塞因"".",1,2,"['▁伊', '赛', '因', '君', '主', '的', '头', '衔', '是', '<unk>', '伊', '赛', '因', '的', '埃', '赛', '因', '<unk>']"
1075,Filipino,spk_1384,A mother and son walk together while the son carries a flag.,母亲和儿子走在一起，儿子拿着一面旗子。,"一个母亲和儿子一起走路,而儿子则携带着旗<unk>.",1,1,"['▁', '母亲', '和', '儿子', '走', '在一起', ',', '儿子', '拿', '着', '一', '面', '旗', '子', '<unk>', '<pad>']"
1079,Filipino,spk_1303,"Half an hour later, his shovel hit something solid.",半小时后，他的铲子碰到了一个固体。,"半个小时后,他的<unk>撞到了什么东西.",1,1,"['▁半', '小时', '后', ',', '他的', '铲', '子', '碰', '到了', '一个', '固', '体', '<unk>', '<pad>']"
1091,Filipino,spk_1568,Please don't be lazy.,请不要偷懒。,请不要<unk>惰.,1,1,"['▁请', '不要', '偷', '懒', '<unk>', '<pad>']"
1098,Filipino,spk_0150,"Hamilton quaternions can be used to replace many matrices, but not to represent view frustums.",四元数可用来替换很多矩阵，但不能表示截头椎体视图。,"哈密尔顿四元可以用来取代许多矩阵,但不能用来表示视图<unk>点.",1,1,"['▁四', '元', '数', '可', '用来', '替', '换', '很多', '矩', '阵', ',', '但', '不能', '表示', '截', '头', '椎', '体', '视', '图', '<unk>', '<pad>']"
1102,Filipino,spk_1280,He remembered something his grandfather had once told him: that butterflies were a good omen.,他记得祖父曾经告诉过他的一些事：蝴蝶是一个好兆头。,他记得祖父曾经告诉他的一个事情:<unk>蝶是个好兆头.,1,1,"['▁他', '记', '得', '祖', '父', '曾经', '告诉', '过', '他', '的一些', '事', ':', '蝴', '蝶', '是一个', '好', '兆', '头', '<unk>', '<pad>']"
1107,Filipino,spk_0555,"These settlers grew peas, beans, sugar cane, and tomatoes.",这些定居者种植豌豆、豆子、甘蔗和西红柿。,"这些定居者种植豆类,豆类,甘<unk>和西红<unk>.",2,3,"['▁这些', '定居', '者', '种', '植', '豌', '豆', '<unk>', '豆', '子', '<unk>', '甘', '蔗', '和', '西', '红', '柿', '<unk>']"
1114,Filipino,spk_1561,"According to various king-lists, Giric was slain at Dundurn.",根据各种国王名单显示，吉里克是在邓登被杀的。,"根据各种国王名单,吉里克在<unk>德恩被杀.",1,1,"['▁根据', '各种', '国王', '名单', '显示', ',', '吉', '里', '克', '是在', '邓', '登', '被', '杀', '的', '<unk>']"
1117,Filipino,spk_1287,"Crab flourish in Dungeness Bay, and crabbing is a popular local pastime.",螃蟹在邓杰内斯湾繁衍生息，当地盛行捕蟹这种消遣方式。,"<unk>鱼在<unk>尼斯湾<unk>勃发展, <unk>鱼是当地一个受欢迎的消遣.",4,1,"['▁', '螃', '蟹', '在', '邓', '杰', '内', '斯', '湾', '繁', '衍', '生', '息', ',', '当地', '盛', '行', '捕', '蟹', '这种', '消', '遣', '方式', '<unk>']"
1130,Filipino,spk_0375,"The cornices of the room were mostly intact, but showed signs of damage from damp.",房间的檐口大部分完好无损，但有潮湿损坏的迹象。,"房间的<unk>窗大多是完整的, 但显示湿度损坏的迹象.",1,1,"['▁', '房间', '的', '檐', '口', '大部分', '完', '好', '无', '损', ',', '但', '有', '潮', '湿', '损', '坏', '的', '迹', '象', '<unk>', '<pad>']"
1147,Filipino,spk_1255,"It's ok, don't hold back!.",没关系，别犹豫！。,"没关系,不要<unk>住它.",1,1,"['▁', '没', '关系', ',', '别', '犹', '豫', '!', '<unk>', '<pad>']"
1154,Filipino,spk_0900,You weren't kidding about the bait part.,你不是在拿诱饵那件事开玩笑吧。,你没有开玩笑说诱<unk>.,1,1,"['▁你', '不是', '在', '拿', '诱', '饵', '那', '件事', '开', '玩', '笑', '吧', '<unk>', '<pad>']"
1177,Filipino,spk_0852,A chink in the wall allowed a draft to blow.,墙上的一个裂缝让风吹了进来。,墙上的一个<unk>隙让一个气流吹过来.,1,1,"['▁', '墙', '上的', '一个', '裂', '缝', '让', '风', '吹', '了', '进', '来', '<unk>', '<pad>']"
1180,Filipino,spk_0464,"The plant's large underground tuber distinguishes it from other ""Apios"" species.",该植物的大型地下块茎将其与其他“ Apios”物种区分开来。,"这种植物的大型地下<unk>茎使其与其他""Apios""物种区分开来.",1,3,"['▁该', '植物', '的大', '型', '地下', '块', '茎', '将其', '与其他', '<unk>', '▁A', 'pios', '<unk>', '物', '种', '区', '分', '开', '来', '<unk>']"
1181,Filipino,spk_1497,This version of adamantium is not unbreakable.,这个版本的艾德曼合金不是牢不可破的。,这种版本的<unk>不是不可破的.,1,1,"['▁这个', '版本', '的', '艾', '德', '曼', '合', '金', '不是', '牢', '不可', '破', '的', '<unk>']"
1193,Filipino,spk_1002,The two halves were joined together by a narrow tendril in Waller County.,沃勒县的一条狭窄的卷须将两半连接在一起。,这两个半部分在沃勒县通过一个狭窄的<unk>连接在一起.,1,1,"['▁沃', '勒', '县', '的一', '条', '狭', '窄', '的', '卷', '须', '将', '两', '半', '连接', '在一起', '<unk>']"
1203,Hong Kong English,spk_0910,Do you ever doodle things on a piece of paper when you're bored?,你无聊的时候会在纸上涂鸦吗？,你有没有在无聊的时候在纸上<unk>点东西?,1,0,"['▁你', '无', '聊', '的时候', '会在', '纸', '上', '涂', '鸦', '吗', '?', '<pad>']"
1207,Hong Kong English,spk_1043,Consider a tungsten light-bulb filament.,考虑钨丝灯泡灯丝。,考虑一个<unk>光球丝.,1,2,"['▁', '考虑', '<unk>', '丝', '灯', '泡', '灯', '丝', '<unk>', '<pad>']"
1210,Hong Kong English,spk_1314,"Gossips are frogs, they drink and talk.","饶舌者是青蛙,边喝水边交谈。",谣言是青<unk>他们喝和说话,1,1,"['▁', '饶', '舌', '者', '是', '青', '蛙', ',', '边', '喝', '水', '边', '交', '谈', '<unk>', '<pad>']"
1230,Hong Kong English,spk_1043,To be the cock in the basket to be cock of the company.,做篮子里的公鸡，做公司里的老大。,成为篮子中的<unk>子成为公司的<unk>子,2,1,"['▁做', '篮', '子', '里的', '公', '鸡', ',', '做', '公司', '里的', '老', '大', '<unk>', '<pad>']"
1250,Hong Kong English,spk_1043,The streets are narrow and full of sharp turns.,这些街道很狭窄，而且到处都是急转弯。,"街道狭窄,有很多<unk>的<unk>道.",2,1,"['▁这些', '街', '道', '很', '狭', '窄', ',', '而且', '到', '处', '都是', '急', '转', '弯', '<unk>', '<pad>']"
1252,Hong Kong English,spk_1043,The cleat sank deeply into the soft turf.,桩子深深地沉入软草地里。,草<unk>沉入了柔软的草地.,1,1,"['▁', '桩', '子', '深', '深', '地', '沉', '入', '软', '草', '地', '里', '<unk>', '<pad>']"
1262,Hong Kong English,spk_0968,Why is pinball so addictive?,为什么弹球游戏如此容易上瘾?,<unk>球为什么会让人上<unk>?,2,0,"['▁为什么', '弹', '球', '游戏', '如此', '容易', '上', '瘾', '?', '<pad>']"
1264,Hong Kong English,spk_1314,My shampoo is made from coconut and sweet almond.,我的洗发水由椰子和甜杏仁制成。,我的洗发水是用<unk>子和甜杏仁制成的,1,1,"['▁我的', '洗', '发', '水', '由', '椰', '子', '和', '甜', '杏', '仁', '制', '成', '<unk>']"
1265,Hong Kong English,spk_1218,"Hey, what do you say?",嘿，你说呢？,"<unk>,你怎么说?",1,0,"['▁', '嘿', ',', '你', '说', '呢', '?', '<pad>']"
1285,Hong Kong English,spk_1314,Little fluffy clouds that seemed to have come straight from a child’s painting.,似乎直接来自儿童绘画的蓬松的小云朵。,似乎是从孩子画中直接出来的小毛<unk>的云.,1,1,"['▁', '似乎', '直接', '来自', '儿童', '绘', '画', '的', '蓬', '松', '的小', '云', '朵', '<unk>']"
1298,Hong Kong English,spk_0399,Best to bend it while it's a twig.,当它还是一根小树枝的时候，最好把它弄弯。,最好在树枝还长的时候<unk>曲.,1,1,"['▁当', '它', '还', '是一', '根', '小', '树', '枝', '的时候', ',', '最好', '把它', '弄', '弯', '<unk>', '<pad>']"
1303,Hong Kong English,spk_1310,"When I first started using Dragon, I was bummed to be restricted to Windows.",当我第一次开始使用 Dragon 时，令我不快的是，只能在 Windows 范围内操作。,"当我第一次开始使用Dragon时, 我很<unk>丧,",1,1,"['▁当', '我', '第一次', '开始', '使用', '▁Dragon', '▁', '时', ',', '令', '我不', '快', '的是', ',', '只能', '在', '▁Windows', '▁', '范围内', '操作', '<unk>', '<pad>']"
1307,Hong Kong English,spk_1043,One can still see the scar where the acid was accidentally poured on my arm.,你仍然可以看到我胳膊上不小心泼酸留下的疤痕。,"一个人仍然可以看到<unk>伤, 酸被意外倒在我的手臂上.",1,1,"['▁你', '仍然', '可以', '看到', '我', '胳', '膊', '上', '不', '小', '心', '泼', '酸', '留', '下的', '疤', '痕', '<unk>']"
1309,Hong Kong English,spk_1043,It never rains but it pours.,不下则已，一下就是倾盆大雨,"它从来不下雨,但却会倒<unk>.",1,0,"['▁不', '下', '则', '已', ',', '一下', '就是', '倾', '盆', '大', '雨', '<pad>']"
1311,Hong Kong English,spk_0826,"The fox pounced across the edge of the farm, only to find a safari explorer singing an opera by Vivaldi.",狐狸冲过了农场的边缘，却发现一个狩猎探险者正在唱 Vivaldi 的歌剧。,"狐<unk>冲过农场边缘, 发现一个探险家在唱维瓦尔迪的歌剧.",1,1,"['▁', '狐', '狸', '冲', '过', '了', '农', '场', '的', '边', '缘', ',', '却', '发现', '一个', '狩', '猎', '探', '险', '者', '正在', '唱', '▁V', 'ival', 'di', '▁的', '歌', '剧', '<unk>', '<pad>']"
1329,Hong Kong English,spk_1043,The devil finds work for idle hands.,魔鬼为游手好闲的人找工作。,魔鬼为<unk>惰的人找工作.,1,1,"['▁', '魔', '鬼', '为', '游', '手', '好', '闲', '的人', '找', '工作', '<unk>']"
1331,Hong Kong English,spk_1501,She's a feisty little ferret.,她是一只活泼的小雪貂。,她是一个充满活力的小<unk>.,1,1,"['▁她', '是一', '只', '活', '泼', '的小', '雪', '貂', '<unk>', '<pad>']"
1343,Hong Kong English,spk_1314,My alarm clock doesn't have a snooze button.,我的闹钟没有延时按钮。,我的<unk>钟没有休息按<unk>.,2,1,"['▁我的', '闹', '钟', '没有', '延', '时', '按', '钮', '<unk>', '<pad>']"
1351,Hong Kong English,spk_0826,"Nora finds herself ugly, because she has pimples.",诺拉发现自己很丑，因为她长了丘疹。,"诺拉觉得自己很丑,因为她有<unk>.",1,1,"['▁', '诺', '拉', '发现', '自己', '很', '丑', ',', '因为', '她', '长', '了', '丘', '疹', '<unk>', '<pad>']"
1371,Hong Kong English,spk_0186,The magazine is the best selling guitar magazine in Europe.,这个杂志是欧洲最畅销的吉他杂志。,这本杂志是欧洲最<unk>销的吉他杂志.,1,1,"['▁这个', '杂志', '是', '欧洲', '最', '畅', '销', '的', '吉他', '杂志', '<unk>', '<pad>']"
1382,Hong Kong English,spk_1043,"If you want a sandwich, don't hesitate grabbing one.",如果你想要一个三明治，不要犹豫，抓住一个。,"如果你想要一个三明治,不要犹<unk>抓住一个.",1,1,"['▁如果你', '想要', '一个', '三', '明', '治', ',', '不要', '犹', '豫', ',', '抓', '住', '一个', '<unk>', '<pad>']"
1384,Hong Kong English,spk_1043,Every cock crows loud on his own dunghill.,夜郎自大,每个<unk>在自己的垃圾堆上大声<unk>.,2,0,"['▁夜', '郎', '自', '大']"
1388,Hong Kong English,spk_1314,"I like the avenger of the new episode, he really is a badass.",我喜欢新一集的复仇者，他真是个坏蛋。,"我喜欢新集的复仇者,他真的很<unk>.",1,1,"['▁我', '喜欢', '新', '一', '集', '的', '复', '仇', '者', ',', '他', '真是', '个', '坏', '蛋', '<unk>']"
1411,Hong Kong English,spk_0143,"The falcon's beak carries bits of me, myself, the desert said.",沙漠说：“猎鹰的喙带走了我的一部分。”,"""<unk>的嘴里有我自己的一些东西"",沙漠说.",1,2,"['▁沙', '漠', '说', ':', '<unk>', '猎', '鹰', '的', '喙', '带', '走', '了我', '的一部分', '<unk>']"
1415,Hong Kong English,spk_1310,"If you want to send me private feedback, please fill out the following form.",如果你想给我私人反馈，请填写以下表格。,"如果您想给我私人反<unk>,请填写以下表格.",1,1,"['▁如果你', '想', '给我', '私人', '反', '馈', ',', '请', '填', '写', '以下', '表', '格', '<unk>']"
1420,Hong Kong English,spk_1310,Absolutely despicable that gingerbread men are forced to live in houses made of their own flesh.,姜饼人被迫住在自己身体搭建的房子里，真是卑鄙行为。,"绝对可憎的是, <unk>饼男人被迫生活在用自己的肉制成的房子里.",1,1,"['▁', '姜', '饼', '人', '被', '迫', '住在', '自己', '身体', '搭', '建', '的', '房子', '里', ',', '真是', '卑', '鄙', '行为', '<unk>']"
1439,Hong Kong English,spk_1314,She flaps her cape as she parades the street.,她在街上游行时拍了拍她的披风。,她在街上游行时挥舞着她的斗<unk>.,1,1,"['▁她在', '街', '上', '游', '行', '时', '拍', '了', '拍', '她的', '披', '风', '<unk>', '<pad>']"
1466,Hong Kong English,spk_1218,Can I at least keep the onion soup?,我能至少留着洋葱汤吧？,至少我可以留着洋<unk>吗?,1,0,"['▁我', '能', '至少', '留', '着', '洋', '葱', '汤', '吧', '?']"
1485,Hong Kong English,spk_0294,"Glass eel is on the menu today, but it's too expensive.",今天有玻璃鳗鱼，但价格太昂贵了。,"玻璃<unk>鱼在今天的菜单上, 但它太贵了.",1,1,"['▁今天', '有', '玻璃', '鳗', '鱼', ',', '但', '价格', '太', '昂', '贵', '了', '<unk>', '<pad>']"
1490,Hong Kong English,spk_1043,You can't make a silk purse out of a sow's ear.,劣材难成器。,你不能用猪的耳朵做丝<unk>钱包.,1,1,"['▁', '劣', '材', '难', '成', '器', '<unk>', '<pad>']"
1499,Hong Kong English,spk_1310,Tell her I elected her and I can have her impeached!,告诉她是我选了她，所以我也可以弹劾她！,"告诉她我选了她,我可以让她被弹<unk>!",1,0,"['▁', '告诉', '她', '是我', '选', '了', '她', ',', '所以', '我', '也可以', '弹', '劾', '她', '!', '<pad>']"
1501,Hong Kong English,spk_1314,We know that Mark does not like spicy food.,我们知道 Mark 不喜欢吃辛辣的食物。,我们知道马克不喜欢辛<unk>的食物.,1,1,"['▁我们', '知道', '▁Mark', '▁不', '喜欢', '吃', '辛', '辣', '的', '食物', '<unk>', '<pad>']"
1507,Hong Kong English,spk_0028,"His nickname, ""Chocolate Thunder"", was bestowed upon him by Stevie Wonder.",Stevie Wonder将绰号“巧克力雷霆”授予了他。,"他的<unk>称""巧克力雷<unk>""是由斯蒂维·旺德授予他的.",2,3,"['▁Ste', 'vie', '▁Wonder', '将', '绰', '号', '<unk>', '巧', '克', '力', '雷', '霆', '<unk>', '授予', '了他', '<unk>']"
1546,Hong Kong English,spk_0443,The students colored with their crayons.,学生们用蜡笔涂颜色。,学生们用<unk>笔着色.,1,1,"['▁', '学生', '们', '用', '蜡', '笔', '涂', '颜色', '<unk>', '<pad>']"
1550,Hong Kong English,spk_1043,"When interfering, two waves can be added together to create a wave of greater amplitude than either one.",干扰是，两条波长可以叠加在一起，产生一条振幅大于任何一条的波长。,"在干扰时,可以将两个波<unk>在一起,产生一个比任何一个波<unk>更大的波幅.",2,1,"['▁', '干', '扰', '是', ',', '两', '条', '波', '长', '可以', '叠', '加', '在一起', ',', '产生', '一', '条', '振', '幅', '大', '于', '任何', '一', '条', '的', '波', '长', '<unk>']"
1554,Hong Kong English,spk_1218,I bet you forgot the wine!,我打赌你忘了酒！,我敢打<unk>你忘了葡萄酒!,1,0,"['▁我', '打', '赌', '你', '忘', '了', '酒', '!']"
1563,Hong Kong English,spk_0330,Would anyone care for some lavender custard?,有人要薰衣草奶油冻吗？,有没有人想要一些<unk>衣草奶油?,1,0,"['▁有人', '要', '薰', '衣', '草', '奶', '油', '冻', '吗', '?']"
